# https://unicode.org/charts/PDF/U1D360.pdf
#
# Counting rod units
# https://unicode.org/wg2/docs/n2816.pdf
𝍩	1
𝍪	2
𝍫	3
𝍬	4
𝍭	5
𝍮	6
𝍯	7
𝍰	8
𝍱	9
