# https://unicode.org/charts/PDF/U101D0.pdf
# The Phaistos Disc: A Luwian Letter To Nestor (2021) Winfried Achterberg
#
# Signs
𐇐	01
𐇑	02
𐇒	03
𐇓	04
𐇔	05
𐇕	06
𐇖	07
𐇗	08
𐇘	09
𐇙	10
𐇚	11
𐇛	12
𐇜	13
𐇝	14
𐇞	15
𐇟	16
𐇠	17
𐇡	18
𐇢	19
𐇣	20
𐇤	21
𐇥	22
𐇦	23
𐇧	24
𐇨	25
𐇩	26
𐇪	27
𐇫	28
𐇬	29
𐇭	30
𐇮	31
𐇯	32
𐇰	33
𐇱	34
𐇲	35
𐇳	36
𐇴	37
𐇵	38
𐇶	39
𐇷	40
𐇸	41
𐇹	42
𐇺	43
𐇻	44
𐇼	45
# Combining stroke
𐇽	46
