# https://unicode.org/charts/PDF/U1CF00.pdf
# https://unicode.org/L2/L2019/19053-znamenny-musical.pdf
#
# Combining red marks
𜼀	
𜼁	
𜼂	
𜼃	
𜼄	
𜼅	
𜼆	
𜼇	
𜼈	
𜼉	
𜼊	
𜼋	
𜼌	
𜼍	
𜼎	
𜼏	
𜼐	
𜼑	
𜼒	
𜼓	
𜼔	
𜼕	
𜼖	
𜼗	
𜼘	
𜼙	
𜼚	
𜼛	
𜼜	
𜼝	
𜼞	
𜼟	
𜼠	
𜼡	
𜼢	
𜼣	
𜼤	
𜼥	
𜼦	
𜼧	
𜼨	
𜼩	
𜼪	
𜼫	
𜼬	
𜼭	
# Combining black marks
𜼰	
𜼱	
𜼲	
𜼳	
𜼴	
𜼵	
𜼶	
𜼷	
𜼸	
𜼹	
𜼺	
𜼻	
𜼼	
𜼽	
𜼾	
𜼿	
𜽀	
𜽁	
# Modifying marks for priznaki
𜽂	
𜽃	
𜽄	
𜽅	
𜽆	
# Znamenny neumes
𜽐	-
𜽑	-
𜽒	-
𜽓	-
𜽔	-
𜽕	-
𜽖	-
𜽗	-
𜽘	-
𜽙	-
𜽚	-
𜽛	-
𜽜	-
𜽝	-
𜽞	-
𜽟	-
𜽠	-
𜽡	-
𜽢	-
𜽣	-
𜽤	-
𜽥	-
𜽦	-
𜽧	-
𜽨	-
𜽩	-
𜽪	-
𜽫	-
𜽬	-
𜽭	-
𜽮	-
𜽯	-
𜽰	-
𜽱	-
𜽲	-
𜽳	-
𜽴	-
𜽵	-
𜽶	-
𜽷	-
𜽸	-
𜽹	-
𜽺	-
𜽻	-
𜽼	-
𜽽	-
𜽾	-
𜽿	-
𜾀	-
𜾁	-
𜾂	-
𜾃	-
𜾄	-
𜾅	-
𜾆	-
𜾇	-
𜾈	-
𜾉	-
𜾊	-
𜾋	-
𜾌	-
𜾍	-
𜾎	-
𜾏	-
𜾐	-
𜾑	-
𜾒	-
𜾓	-
𜾔	-
𜾕	-
𜾖	-
𜾗	-
𜾘	-
𜾙	-
𜾚	-
𜾛	-
𜾜	-
𜾝	-
𜾞	-
𜾟	-
𜾠	-
𜾡	-
𜾢	-
𜾣	-
𜾤	-
𜾥	-
𜾦	-
𜾧	-
𜾨	-
𜾩	-
𜾪	-
𜾫	-
𜾬	-
𜾭	-
𜾮	-
𜾯	-
𜾰	-
𜾱	-
𜾲	-
𜾳	-
𜾴	-
𜾵	-
𜾶	-
𜾷	-
𜾸	-
𜾹	-
𜾺	-
𜾻	-
𜾼	-
𜾽	-
𜾾	-
𜾿	-
𜿀	-
𜿁	-
𜿂	-
𜿃	-
