Sort	Tangraph	Unicode	LFW2008	LFW1997	Simple	Complex	Class	Rhyme	Tone	Subrhyme	Initial	Medial	Vowel	Cycle	Nasal/w	Prime	Grade	Variant	Notes
3720	𗫧	U+17AE7	L3715	L3715	nwy	1nwy4	III	31	1	30	n	w	y				IV		
3721	𗥭	U+1796D	L3716	L3716	le	2le2	IX	35	2	31	l		e				II		
3722	𗧃	U+179C3	L3717	L3717	gi	2gi4	V	11	2	10	g		i				IV		
3723	𗏸	U+173F8	L3718	L3718	ma	1ma4	I	20	1	20	m		a				IV		
3724	𗻋	U+17ECB	L3719	L3719	lhew	2lhew1	IX	44	2	38	lh		e		w		I		
3725	𗏢	U+173E2	L3720	L3720	ghur	1ghur1	VIII	80	1	75	gh		u	r			I		
3726	𗽔	U+17F54	L3721	L3721	by	2by1	I	28	2	25	b		y				I		
3727	𗟟	U+177DF	L3722	L3722	po	1poq2	I	74	1	71	p		o	q			II		
3728	𘜨	U+18728	L3723	L3723	chhwe	1chhwe2	VII	35	1	34	chh	w	e				II		
3729	𘚵	U+186B5	L3724	L3724	ko	2ko'1	V	54	2	45	k		o			'	I		
3730	𘝐	U+18750	L3725	L3725	ghe	1ghe2	VIII	35	1	34	gh		e				II		
3731	𘜧	U+18727	L3726	L3726	kwu	2kwuq1	V	61	2	51	k	w	u	q			I		
3732	𘚬	U+186AC	L3727	L3727	ghin	1ghin1	VIII	15	1	15	gh		i		n		I		
3733	𗺈	U+17E88	L3728	L3728	the	2the4	III	37	2	33	th		e				IV		
3734	𗃚	U+170DA	L3729	L3729	ne	2ne'1	III	38	2	34	n		e			'	I		
3735	𗃟	U+170DF	L3730	L3730	ky	1ky1	V	28	1	27	k		y				I		
3736	𗃴	U+170F4	L3731	L3731	khu	1khu'2	V	6	1	6	kh		u			'	II		
3737	𗃞	U+170DE	L3732	L3732	ky	1ky1	V	28	1	27	k		y				I		
3738	𗃾	U+170FE	L3733	L3733	ny	2nyq4	III	72	2	61	n		y	q			IV		
3739	𗃻	U+170FB	L3734	L3734	ny	2nyq4	III	72	2	61	n		y	q			IV		
3740	𘓞	U+184DE	L3735	L3735	ti	1tiq4	III	70	1	67	t		i	q			IV		
3741	𗃘	U+170D8	L3736	L3736	o	2o1	VIII	51	2	42	Ø		o				I		
3742	𘓕	U+184D5	L3737	L3737	rur	1rur4	IX	81	1	76	r		u	r			IV		
3743	𘓖	U+184D6	L3738	L3738	kon	1kon1	V	56	1	54	k		o		n		I		
3744	𗃥	U+170E5	L3739	L3739	ky	1ky1	V	28	1	27	k		y				I		
3745	𗬩	U+17B29	L3740	L3740	ki	1ki2	V	9	1	9	k		i				II		
3746	𗬮	U+17B2E	L3741	L3741	dyr	2dyr4	III	92	2	77	d		y	r			IV		
3747	𗴙	U+17D19	L3742	L3742	zew	2zew1	IX	44	2	38	z		e		w		I		
3748	𗴜	U+17D1C	L3743	L3743	kwu	2kwuq1	V	61	2	51	k	w	u	q			I	L3726	
3749	𘓟	U+184DF	L3744	L3744	je	2je2	VII	35	2	31	j		e				II		
3750	𗬭	U+17B2D	L3745	L3745	ja	2ja'4	VII	24	2	21	j		a			'	IV		Grade IV j-!
3751	𗬰	U+17B30	L3746	L3746	ji	2ji3	IV	10	2	9	j		i				III		
3752	𗴤	U+17D24	L3747	L3747	ew	2ew4	VIII	46	2	40	Ø		e		w		IV		
3753	𗼫	U+17F2B	L3748	L3748	su	2su4	VI	3	2	3	s		u				IV		
3754	𗼘	U+17F18	L3749	L3749	phon	1phon1	I	56	1	54	ph		o		n		I		
3755	𗼟	U+17F1F	L3750	L3750	shwu	2shwu3	VII	2	2	2	sh	w	u				III		
3756	𗼉	U+17F09	L3751	L3751	swe	1swe4	VI	37	1	36	s	w	e				IV		
3757	𗼎	U+17F0E	L3752	L3752	my	2my4	I	31	2	28	m		y				IV		
3758	𗼞	U+17F1E	L3753	L3753	kon	2kon1	V	56	2	47	k		o		n		I		
3759	𗼢	U+17F22	L3754	L3754	zyr	2zyr1	IX	90	2	76	z		y	r			I		
3760	𘉆	U+18246	L3755	L3755	tsha	1tsha1	VI	17	1	17	tsh		a				I		
3761	𗺓	U+17E93	L3756	L3756	twi	2twiq1	III	68	2	58	t	w	i	q			I		
3762	𗁂	U+17042	L3757	L3757	dzew	2dzew4	VI	46	2	40	dz		e		w		IV		
3763	𗂷	U+170B7	L3758	L3758	twi	1twiq1	III	68	1	65	t	w	i	q			I		
3764	𗁉	U+17049	L3759	L3759	phe	1pheq4	I	64	1	61	ph		e	q			IV		
3765	𗆖	U+17196	L3760	L3760	rar	1rar4	IX	87	1	82	r		a	r			IV		
3766	𗆜	U+1719C	L3761	L3761	tsar	1tsar1	VI	85	1	80	ts		a	r			I		
3767	𗄳	U+17133	L3762	L3762	ma	1ma'4	I	24	1	23	m		a			'	IV		
3768	𗄽	U+1713D	L3763	L3763	shan	1shan2	VII	26	1	25	sh		a		n		II		
3769	𗂦	U+170A6	L3764	L3764	ir	2ir4	VIII	84	2	72	Ø		i	r			IV		
3770	𗹺	U+17E7A	L3765	L3765	ghan	2ghan2	VIII	26	2	23	gh		a		n		II		
3771	𗀹	U+17039	L3766	L3766	zi	1zi4	IX	11	1	11	z		i				IV		
3772	𗅟	U+1715F	L3767	L3767	rewr	1rewr1	IX	93	1	87	r		e	r	w		I		
3773	𗆏	U+1718F	L3768	L3768	chu	2chuq3	VII	62	2	52	ch		u	q			III		
3774	𗆪	U+171AA	L3769	L3769	e	1e'4	VIII	40	1	39	Ø		e			'	IV		
3775	𘝑	U+18751	L3770	L3770	tswi	1tswi'1	VI	12	1	12	ts	w	i			'	I		
3776	𗎿	U+173BF	L3771	L3771	po	1po1	I	51	1	49	p		o				I		
3777	𗊻	U+172BB	L3772	L3772	sho	2sho3	VII	53	2	44	sh		o				III		
3778	𗊜	U+1729C	L3773	L3773	zhu	2zhu3	IX	2	2	2	zh		u				III		
3779	𘊇	U+18287	L3774	L3774	shon	1shon3	VII	58	1	56	sh		o		n		III		
3780	𘊅	U+18285	L3775	L3775	po	1po1	I	51	1	49	p		o				I		
3781	𗋍	U+172CD	L3776	L3776	tswu	1tswuq1	VI	61	1	58	ts	w	u	q			I		
3782	𘉣	U+18263	L3777	L3777	pu	1puq4	I	62	1	59	p		u	q			IV		
3783	𗢙	U+17899	L3778	L3778	nar	2nar4	III	87	2	74	n		a	r			IV		
3784	𗫾	U+17AFE	L3779	L3779	ly	2lyq3	IX	72	2	61	l		y	q			III		
3785	𗨇	U+17A07	L3780	L3780	chon	1chon'2	VII	59	1	57	ch		o		n	'	II		
3786	𗧷	U+179F7	L3781	L3781	lwu	1lwuq1	IX	61	1	58	l	w	u	q			I		
3787	𗥕	U+17955	L3782	L3782	zu	2zu1	IX	1	2	1	z		u				I		
3788	𗨕	U+17A15	L3783	L3783	bo	2bo'2	I	55	2	46	b		o			'	II		
3789	𗣲	U+178F2	L3784	L3784	bo	1bo2	I	52	1	50	b		o				II		
3790	𗺶	U+17EB6	L3785	L3785	ew	2ew4	VIII	46	2	40	Ø		e		w		IV		
3791	𗬝	U+17B1D	L3786	L3786	rir	2rir1	IX	82	2	71	r		i	r			I		
3792	𗤥	U+17925	L3787	L3787	nga	1ngaq4	V	67	1	64	ng		a	q			IV		
3793	𗥣	U+17963	L3788	L3788	tsu	2tsu1	VI	1	2	1	ts		u				I		
3794	𗦮	U+179AE	L3789	L3789	phe	1phe4	I	37	1	36	ph		e				IV		
3795	𗏐	U+173D0	L3790	L3790	tshe	2tsheq4	VI	64	2	54	tsh		e	q			IV		
3796	𗤢	U+17922	L3791	L3791	bi	2bi4	I	11	2	10	b		i				IV		
3797	𗽆	U+17F46	L3792	L3792	lwu	1lwu4	IX	3	1	3	l	w	u				IV		Grade IV l-!
3798	𗺵	U+17EB5	L3793	L3793	so	2so1	VI	51	2	42	s		o				I		
3799	𗻺	U+17EFA	L3794	L3794	va	2vaq3	II	67	2	57	v		a	q			III		
3800	𗺥	U+17EA5	L3795	L3795	be	1beq2	I	63	1	60	b		e	q			II		
3801	𗥪	U+1796A	L3796	L3796	len	2len4	IX	43	2	37	l		e		n		IV		
3802	𗣅	U+178C5	L3797	L3797	ngwu	2ngwu1	V	1	2	1	ng	w	u				I		
3803	𗣫	U+178EB	L3798	L3798	tsen	1tsen1	VI	41	1	40	ts		e		n		I		
3804	𗼽	U+17F3D	L3799	L3799	sew	2sew1	VI	44	2	38	s		e		w		I		
3805	𗾙	U+17F99	L3800	L3800	lew	2lew1	IX	44	2	38	l		e		w		I		
3806	𘊒	U+18292	L3801	L3801	kon	1kon4	V	58	1	56	k		o		n		IV		
3807	𘔱	U+18531	L3802	L3802	pa	1pa4	I	20	1	20	p		a				IV		
3808	𗦿	U+179BF	L3803	L3803	pen	1pen4	I	43	1	42	p		e		n		IV		
3809	𗣴	U+178F4	L3804	L3804	vin	1vin1	II	15	1	15	v		i		n		I		
3810	𗤧	U+17927	L3805	L3805	chu	1chuq3	VII	62	1	59	ch		u	q			III		
3811	𗻍	U+17ECD	L3806	L3806	bu	1bu1	I	1	1	1	b		u				I		
3812	𗥫	U+1796B	L3807	L3807	e	1e4	VIII	37	1	36	Ø		e				IV		
3813	𗾶	U+17FB6	L3808	L3808	hu	1hu4	VIII	3	1	3	h		u				IV		
3814	𘕀	U+18540	L3809	L3809	dzi	2dzi'4	VI	14	2	12	dz		i			'	IV		
3815	𘚱	U+186B1	L3810	L3810	ly	2ly3	IX	30	2	27	l		y				III		
3816	𗃽	U+170FD	L3811	L3811	var	1var1	II	85	1	80	v		a	r			I		
3817	𗇌	U+171CC	L3812	L3812	lu	2lu1	IX	1	2	1	l		u				I		
3818	𗐤	U+17424	L3813	L3813	ve	2veq3	II	64	2	54	v		e	q			III		
3819	𗐢	U+17422	L3814	L3814	chy	1chy3	VII	30	1	29	ch		y				III	L3820	
3820	𗇎	U+171CE	L3815	L3815	ve	2veq3	II	64	2	54	v		e	q			III		
3821	𗐟	U+1741F	L3816	L3816	chi	2chi3	VII	10	2	9	ch		i				III		
3822	𗐧	U+17427	L3817	L3817	ne	2ne4	III	37	2	33	n		e				IV		
3823	𗇋	U+171CB	L3818	L3818	mer	2mer4	I	79	2	68	m		e	r			IV		
3824	𘛃	U+186C3	L3819	L3819	lu	2lu1	IX	1	2	1	l		u				I		
3825	𗐡	U+17421	L3820	L3820	chy	1chy3	VII	30	1	29	ch		y				III		
3826	𗐣	U+17423	L3821	L3821	lu	2lu1	IX	1	2	1	l		u				I		
3827	𗐝	U+1741D	L3822	L3822	ghew	2ghew4	VIII	46	2	40	gh		e		w		IV		
3828	𘝕	U+18755	L3823	L3823	ne	2ne1	III	34	2	30	n		e				I		
3829	𗐦	U+17426	L3824	L3824	lu	2lu1	IX	1	2	1	l		u				I		
3830	𗐞	U+1741E	L3825	L3825	chy	1chy3	VII	30	1	29	ch		y				III		
3831	𗇖	U+171D6	L3826	L3826	chyr	2chyr'3	VII	100	2	85	ch		y	r		'	III		
3832	𗇔	U+171D4	L3827	L3827	ly	1ly3	IX	30	1	29	l		y				III	L1068	
3833	𗐠	U+17420	L3828	L3828	chy	1chy3	VII	30	1	29	ch		y				III		
3834	𗐥	U+17425	L3829	L3829	kwy	1kwy1	V	28	1	27	k	w	y				I		
3835	𘟙	U+187D9	L3830	L3830	ne	2ne4	III	37	2	33	n		e				IV		
3836	𗇏	U+171CF	L3831	L3831	le	2le4	IX	37	2	33	l		e				IV		Grade IV l-!
3837	𗇐	U+171D0	L3832	L3832	di	2diq4	III	70	2	60	d		i	q			IV	L1147	
3838	𗇙	U+171D9	L3833	L3833	lwyr	2lwyr1	IX	90	2	76	l	w	y	r			I		
3839	𗇍	U+171CD	L3834	L3834	lhew	2lhew1	IX	44	2	38	lh		e		w		I		
3840	𗇘	U+171D8	L3835	L3835	lhew	2lhew1	IX	44	2	38	lh		e		w		I		
3841	𗇊	U+171CA	L3836	L3836	the	2the4	III	37	2	33	th		e				IV		
3842	𗇓	U+171D3	L3837	L3837	sha	1sha3	VII	19	1	19	sh		a				III	L3841	
3843	𗇗	U+171D7	L3838	L3838	zir	1zir1	IX	82	1	77	z		i	r			I		
3844	𗇑	U+171D1	L3839	L3839	ha	2ha1	VIII	17	2	14	h		a				I		
3845	𗇕	U+171D5	L3840	L3840	la	1la1	IX	17	1	17	l		a				I		
3846	𗇒	U+171D2	L3841	L3841	sha	1sha3	VII	19	1	19	sh		a				III		
3847	𗭆	U+17B46	L3842	L3842	ta	1taq1	III	66	1	63	t		a	q			I		
3848	𗭌	U+17B4C	L3843	L3843	don	2don1	III	56	2	47	d		o		n		I		
3849	𗭍	U+17B4D	L3844	L3844	je	1jeq3	VII	64	1	61	j		e	q			III		
3850	𗭈	U+17B48	L3845	L3845	bi	2bi4	I	11	2	10	b		i				IV		
3851	𘀆	U+18006	L3846	L3846	ne	2ne4	III	37	2	33	n		e				IV		
3852	𘛄	U+186C4	L3847	L3847	?	0???	?	?	0	?	?		?				?		
3853	𗭡	U+17B61	L3848	L3848	tswyr	1tswyr4	VI	92	1	86	ts	w	y	r			IV		
3854	𘀐	U+18010	L3849	L3849	zhiw	1zhiw3	IX	47	1	46	zh		i		w		III		
3855	𘀔	U+18014	L3850	L3850	phu	1phu1	I	1	1	1	ph		u				I		
3856	𘀕	U+18015	L3851	L3851	tsir	1tsir1	VI	82	1	77	ts		i	r			I		
3857	𘕂	U+18542	L3852	L3852	je	1je3	VII	36	1	35	j		e				III		
3858	𘊺	U+182BA	L3853	L3853	nwy	2nwy4	III	31	2	28	n	w	y				IV		
3859	𘋀	U+182C0	L3854	L3854	gur	2gur4	V	81	2	70	g		u	r			IV		
3860	𗭥	U+17B65	L3855	L3855	par	2par4	I	87	2	74	p		a	r			IV		
3861	𗭤	U+17B64	L3856	L3856	pu	1puq4	I	62	1	59	p		u	q			IV		
3862	𗭏	U+17B4F	L3857	L3857	ge	2ge4	V	37	2	33	g		e				IV		
3863	𘕃	U+18543	L3858	L3858	je	1je3	VII	36	1	35	j		e				III		
3864	𘋇	U+182C7	L3859	L3859	hwi	1hwi3	II	10	1	10	h	w	i				III		Class II h-!
3865	𗭓	U+17B53	L3860	L3860	ghe	1ghe2	VIII	35	1	34	gh		e				II		
3866	𗭇	U+17B47	L3861	L3861	ge	2ge4	V	37	2	33	g		e				IV		
3867	𗭚	U+17B5A	L3862	L3862	sy	2sy4	VI	31	2	28	s		y				IV		
3868	𗭙	U+17B59	L3863	L3863	?	0???	VI	?	0	?	?		?				?		
3869	𘊷	U+182B7	L3864	L3864	nu	1nuq1	III	61	1	58	n		u	q			I		
3870	𘛅	U+186C5	L3865	L3865	dzy	2dzyq4	VI	72	2	61	dz		y	q			IV		
3871	𘀓	U+18013	L3866	L3866	tse	0tse1	VI	34	0	?	ts		e				I		
3872	𘛈	U+186C8	L3867	L3867	ka	1ka2	V	18	1	18	k		a				II		
3873	𘀶	U+18036	L3868	L3868	la	1la1	IX	17	1	17	l		a				I		
3874	𘀠	U+18020	L3869	L3869	kwi	1kwiq4	V	70	1	67	k	w	i	q			IV		
3875	𗭫	U+17B6B	L3870	L3870	pi	1pi4	I	11	1	11	p		i				IV		
3876	𘊣	U+182A3	L3871	L3871	so	2so1	VI	51	2	42	s		o				I		
3877	𘁀	U+18040	L3872	L3872	kir	1kir4	V	84	1	79	k		i	r			IV		
3878	𘀪	U+1802A	L3873	L3873	rar	2rar1	IX	85	2	73	r		a	r			I		
3879	𘀝	U+1801D	L3874	L3874	wy	1wy4	VIII	31	1	30	Ø	w	y				IV		
3880	𘀴	U+18034	L3875	L3875	zwan	2zwan4	IX	27	2	24	z	w	a		n		IV		
3881	𘀬	U+1802C	L3876	L3876	gha	1gha1	VIII	17	1	17	gh		a				I		
3882	𘀧	U+18027	L3877	L3877	me	1me4	I	37	1	36	m		e				IV		
3883	𘚿	U+186BF	L3878	L3878	me	2me4	I	37	2	33	m		e				IV		
3884	𘛇	U+186C7	L3879	L3879	gu	2gu4	V	3	2	3	g		u				IV		
3885	𘀨	U+18028	L3880	L3880	?	0???	?	?	0	?	?		?				?		
3886	𘊤	U+182A4	L3881	L3881	thu	1thu4	III	3	1	3	th		u				IV		
3887	𘀞	U+1801E	L3882	L3882	zer	1zer4	IX	79	1	74	z		e	r			IV		
3888	𘟏	U+187CF	L3883	L3883	bi	1bi4	I	11	1	11	b		i				IV		
3889	𘀩	U+18029	L3884	L3884	gwar	2gwar4	V	87	2	74	g	w	a	r			IV		
3890	𗭟	U+17B5F	L3885	L3885	le	1le3	IX	36	1	35	l		e				III		
3891	𗭜	U+17B5C	L3886	L3886	ja	2ja'2	VII	23	2	20	j		a			'	II		
3892	𘀌	U+1800C	L3887	L3887	tsir	1tsir1	VI	82	1	77	ts		i	r			I		
3893	𘀜	U+1801C	L3888	L3888	tshwu	1tshwu4	VI	3	1	3	tsh	w	u				IV		
3894	𘛀	U+186C0	L3889	L3889	be	2be'4	I	40	2	35	b		e			'	IV		
3895	𘊳	U+182B3	L3890	L3890	bo	1bo1	I	51	1	49	b		o				I		
3896	𘀇	U+18007	L3891	L3891	zhiw	1zhiw3	IX	47	1	46	zh		i		w		III		
3897	𘀋	U+1800B	L3892	L3892	ge	2geq4	V	64	2	54	g		e	q			IV		
3898	𗐨	U+17428	L3893	L3893	shi	1shi2	VII	9	1	9	sh		i				II		
3899	𘊶	U+182B6	L3894	L3894	ny	1ny4	III	31	1	30	n		y				IV		
3900	𘀷	U+18037	L3895	L3895	ryr	2ryr4	IX	92	2	77	r		y	r			IV		
3901	𗭬	U+17B6C	L3896	L3896	pi	1pi4	I	11	1	11	p		i				IV		
3902	𘀹	U+18039	L3897	L3897	kha	2kha4	V	20	2	17	kh		a				IV		
3903	𘀼	U+1803C	L3898	L3898	ni	1niq1	III	68	1	65	n		i	q			I		
3904	𘀻	U+1803B	L3899	L3899	ghew	2ghew4	VIII	46	2	40	gh		e		w		IV		
3905	𘀟	U+1801F	L3900	L3900	o	1o1	VIII	51	1	49	Ø		o				I		
3906	𘀡	U+18021	L3901	L3901	dy	2dy4	III	31	2	28	d		y				IV		
3907	𘀾	U+1803E	L3902	L3902	tshon	1tshon1	VI	56	1	54	tsh		o		n		I		
3908	𘊫	U+182AB	L3903	L3903	pha	1pha1	I	17	1	17	ph		a				I		
3909	𘀘	U+18018	L3904	L3904	phe	1phe'1	I	38	1	37	ph		e			'	I		
3910	𘋂	U+182C2	L3905	L3905	phu	1phu4	I	3	1	3	ph		u				IV		
3911	𘀚	U+1801A	L3906	L3906	chho	1chho2	VII	52	1	50	chh		o				II		
3912	𘋈	U+182C8	L3907	L3907	no	2noq2	III	74	2	63	n		o	q			II		
3913	𗭐	U+17B50	L3908	L3908	lu	2lu1	IX	1	2	1	l		u				I		
3914	𘀏	U+1800F	L3909	L3909	pu	1pu1	I	1	1	1	p		u				I		
3915	𘀈	U+18008	L3910	L3910	phu	1phu1	I	1	1	1	ph		u				I		
3916	𘀑	U+18011	L3911	L3911	pu	1pu1	I	1	1	1	p		u				I		
3917	𗭞	U+17B5E	L3912	L3912	bi	2bi4	I	11	2	10	b		i				IV		
3918	𘀊	U+1800A	L3913	L3913	ly	2ly1	IX	28	2	25	l		y				I		
3919	𘊸	U+182B8	L3914	L3914	ba	2ba1	I	17	2	14	b		a				I		
3920	𘊥	U+182A5	L3915	L3915	j?	0j??	VII	?	0	?	j		?				?		
3921	𗭪	U+17B6A	L3916	L3916	si	2si4	VI	11	2	10	s		i				IV		
3922	𘋌	U+182CC	L3917	L3917	chy	1chy'3	VII	33	1	32	ch		y			'	III		
3923	𘊦	U+182A6	L3918	L3918	thu	1thu4	III	3	1	3	th		u				IV		
3924	𘊪	U+182AA	L3919	L3919	shy	1shyq3	VII	72	1	69	sh		y	q			III		
3925	𘀵	U+18035	L3920	L3920	ku	1kuq4	V	62	1	59	k		u	q			IV		
3926	𘊬	U+182AC	L3921	L3921	sa	1sa1	VI	17	1	17	s		a				I		
3927	𗭢	U+17B62	L3922	L3922	chhwew	2chhwew3	VII	46	2	40	chh	w	e		w		III		
3928	𘀙	U+18019	L3923	L3923	bo	2bo4	I	53	2	44	b		o				IV		
3929	𗭛	U+17B5B	L3924	L3924	swen	2swen4	VI	43	2	37	s	w	e		n		IV		
3930	𘀎	U+1800E	L3925	L3925	mur	1mur1	I	80	1	75	m		u	r			I		
3931	𘀍	U+1800D	L3926	L3926	na	2na4	III	20	2	17	n		a				IV		
3932	𘀒	U+18012	L3927	L3927	jan	2jan2	VII	26	2	23	j		a		n		II		
3933	𘀖	U+18016	L3928	L3928	ge	1geq4	V	64	1	61	g		e	q			IV		
3934	𘋃	U+182C3	L3929	L3929	chhwi	1chhwi3	VII	10	1	10	chh	w	i				III		
3935	𗭦	U+17B66	L3930	L3930	chhwew	2chhwew3	VII	46	2	40	chh	w	e		w		III	L3922	
3936	𗭨	U+17B68	L3931	L3931	swi	2swi4	VI	11	2	10	s	w	i				IV		
3937	𘀮	U+1802E	L3932	L3932	lhy	1lhy1	IX	28	1	27	lh		y				I		
3938	𘀦	U+18026	L3933	L3933	me	2me4	I	37	2	33	m		e				IV		
3939	𘀭	U+1802D	L3934	L3934	kwe	2kwe2	V	35	2	31	k	w	e				II		
3940	𘀫	U+1802B	L3935	L3935	zy	1zyq4	IX	72	1	69	z		y	q			IV		
3941	𘊱	U+182B1	L3936	L3936	pha	1pha1	I	17	1	17	ph		a				I		
3942	𘝘	U+18758	L3937	L3937	ew	1ew4	VIII	46	1	45	Ø		e		w		IV		
3943	𗐩	U+17429	L3938	L3938	shi	1shi2	VII	9	1	9	sh		i				II		
3944	𘝗	U+18757	L3939	L3939	ew	1ew4	VIII	46	1	45	Ø		e		w		IV		
3945	𘞣	U+187A3	L3940	L3940	dzon	1dzon1	VI	56	1	54	dz		o		n		I		
3946	𘞡	U+187A1	L3941	L3941	dzon	1dzon1	VI	56	1	54	dz		o		n		I		
3947	𘋎	U+182CE	L3942	L3942	kwan	1kwan1	V	25	1	24	k	w	a		n		I		
3948	𗭝	U+17B5D	L3943	L3943	thwo	2thwo1	III	51	2	42	th	w	o				I		
3949	𗭕	U+17B55	L3944	L3944	le	2le1	IX	34	2	30	l		e				I	L3945	
3950	𗭔	U+17B54	L3945	L3945	le	2le1	IX	34	2	30	l		e				I		
3951	𘀛	U+1801B	L3946	L3946	ly	2ly1	IX	28	2	25	l		y				I		
3952	𘕈	U+18548	L3947	L3947	chy	1chy3	VII	30	1	29	ch		y				III		
3953	𘊾	U+182BE	L3948	L3948	ka	1ka'3	V	21	1	21	k		a			'	III		Grade III k-!
3954	𘊵	U+182B5	L3949	L3949	thu	1thu1	III	1	1	1	th		u				I		
3955	𘀗	U+18017	L3950	L3950	tshwu	1tshwu4	VI	3	1	3	tsh	w	u				IV		
3956	𘊴	U+182B4	L3951	L3951	thu	1thu1	III	1	1	1	th		u				I		
3957	𘕄	U+18544	L3952	L3952	tan	1tan1	III	25	1	24	t		a		n		I		
3958	𘕇	U+18547	L3953	L3953	ghew	2ghew4	VIII	46	2	40	gh		e		w		IV	L3822	
3959	𘝖	U+18756	L3954	L3954	ew	1ew4	VIII	46	1	45	Ø		e		w		IV		
3960	𘊽	U+182BD	L3955	L3955	thin	2thin1	III	15	2	13	th		i		n		I		
3961	𘋁	U+182C1	L3956	L3956	jwi	1jwiq3	VII	70	1	67	j	w	i	q			III		
3962	𘟚	U+187DA	L3957	L3957	dy	1dy4	III	31	1	30	d		y				IV		
3963	𘋆	U+182C6	L3958	L3958	hwa	1hwa'4	VIII	24	1	23	h	w	a			'	IV		
3964	𗭗	U+17B57	L3959	L3959	py	2py2	I	29	2	26	p		y				II		
3965	𘀉	U+18009	L3960	L3960	zhiw	1zhiw3	IX	47	1	46	zh		i		w		III		
3966	𗭣	U+17B63	L3961	L3961	thwo	1thwo1	III	51	1	49	th	w	o				I		
3967	𘊿	U+182BF	L3962	L3962	ba	2ba1	I	17	2	14	b		a				I		
3968	𗭋	U+17B4B	L3963	L3963	chy	1chy3	VII	30	1	29	ch		y				III		
3969	𗭘	U+17B58	L3964	L3964	tsa	1tsa'1	VI	22	1	22	ts		a			'	I		
3970	𘛉	U+186C9	L3965	L3965	tswy	1tswy'4	VI	33	1	32	ts	w	y			'	IV		
3971	𘕉	U+18549	L3966	L3966	vi	1viq3	II	70	1	67	v		i	q			III		
3972	𘀣	U+18023	L3967	L3967	len	2len3	IX	43	2	37	l		e		n		III		
3973	𘕊	U+1854A	L3968	L3968	khy	2khy2	V	29	2	26	kh		y				II		
3974	𘋋	U+182CB	L3969	L3969	dwu	2dwu4	III	3	2	3	d	w	u				IV		
3975	𘋉	U+182C9	L3970	L3970	jon	1jon3	VII	58	1	56	j		o		n		III		
3976	𘞠	U+187A0	L3971	L3971	pho	2pho'4	I	55	2	46	ph		o			'	IV	L1223	
3977	𘛆	U+186C6	L3972	L3972	swen	1swenq4	VI	65	1	62	s	w	e	q	n		IV		
3978	𘀢	U+18022	L3973	L3973	tha	1tha1	III	17	1	17	th		a				I		
3979	𘀽	U+1803D	L3974	L3974	tshi	2tshi'4	VI	14	2	12	tsh		i			'	IV		
3980	𘊧	U+182A7	L3975	L3975	jew	2jew3	IV	46	2	40	j		e		w		III		LFW 2008 has dz- (typo for dź- = j-)
3981	𘀰	U+18030	L3976	L3976	tsha	2tsha3	VI	19	2	16	tsh		a				III		Grade III tsh-!
3982	𘋊	U+182CA	L3977	L3977	jon	1jon3	VII	58	1	56	j		o		n		III		
3983	𘀯	U+1802F	L3978	L3978	ma	2maq1	I	66	2	56	m		a	q			I		
3984	𗭩	U+17B69	L3979	L3979	vi	1viq1	II	68	1	65	v		i	q			I		
3985	𘀥	U+18025	L3980	L3980	lu	2luq3	IX	62	2	52	l		u	q			III		
3986	𘊨	U+182A8	L3981	L3981	thew	2thew1	III	44	2	38	th		e		w		I		
3987	𘁁	U+18041	L3982	L3982	dze	2dze'4	VI	40	2	35	dz		e			'	IV		
3988	𘊮	U+182AE	L3983	L3983	tar	1tar4	III	87	1	82	t		a	r			IV		
3989	𘋅	U+182C5	L3984	L3984	san	1san1	VI	25	1	24	s		a		n		I		
3990	𘊹	U+182B9	L3985	L3985	ka	1ka'3	V	21	1	21	k		a			'	III		Grade III k-!
3991	𘊻	U+182BB	L3986	L3986	ny	1ny4	III	31	1	30	n		y				IV		
3992	𘊼	U+182BC	L3987	L3987	thwe	1thwe1	III	34	1	33	th	w	e				I		
3993	𗭭	U+17B6D	L3988	L3988	dy	1dyq4	III	72	1	69	d		y	q			IV	L4009	
3994	𗭊	U+17B4A	L3989	L3989	e	1e4	VIII	37	1	36	Ø		e				IV		
3995	𗭒	U+17B52	L3990	L3990	khy	1khy4	V	31	1	30	kh		y				IV		
3996	𗭠	U+17B60	L3991	L3991	khan	2khan1	V	25	2	22	kh		a		n		I		
3997	𘕆	U+18546	L3992	L3992	tan	1tan1	III	25	1	24	t		a		n		I		
3998	𘕁	U+18541	L3993	L3993	zyr	1zyr4	IX	92	1	86	z		y	r			IV		
3999	𗭖	U+17B56	L3994	L3994	khy	2khy4	V	31	2	28	kh		y				IV		
4000	𘋄	U+182C4	L3995	L3995	phu	1phu4	I	3	1	3	ph		u				IV		
4001	𘀤	U+18024	L3996	L3996	dy	2dy4	III	31	2	28	d		y				IV		
4002	𘞢	U+187A2	L3997	L3997	dzon	1dzon1	VI	56	1	54	dz		o		n		I		
4003	𘋍	U+182CD	L3998	L3998	u	1u'4	VIII	7	1	7	Ø		u			'	IV		
4004	𘛊	U+186CA	L3999	L3999	ka	1ka2	V	18	1	18	k		a				II		
4005	𘀸	U+18038	L4000	L4000	zwan	2zwan4	IX	27	2	24	z	w	a		n		IV		
4006	𘊩	U+182A9	L4001	L4001	thu	1thu4	III	3	1	3	th		u				IV		
