𓏬	133ec	N33av	
𓏭	133ed	y Z4	encoding “y” can also be used for U+131cc
𓏮	133ee	Z4a	
𓏯	133ef	Z5	
𓏰	133f0	Z5a	
𓏱	133f1	Z6	
𓏲	133f2	W Z7	
𓏳	133f3	Z8	
𓏴	133f4	Z9	
𓏵	133f5	Z10	
𓏶	133f6	imi Z11	
𓏷	133f7	Z12	
𓏻	133fb	Z1-Z1	
𓏼	133fc	Z1-Z1-Z1	
𓏽	133fd	Z1-Z1-Z1-Z1	
𓏾	133fe	Z1*Z1*Z1:Z1*Z1	
𓏿	133ff	Z1*Z1*Z1:Z1*Z1*Z1	
𓐀	13400	Z1*Z1*Z1*Z1:Z1*Z1*Z1	
𓐁	13401	Z1*Z1*Z1*Z1:Z1*Z1*Z1*Z1	
𓐂	13402	Z1*Z1*Z1:Z1*Z1Z1:Z1*Z1*Z1	
𓐃	13403	Z1-Z1-Z1-Z1-Z1	
𓐄	13404	Z1a	
𓐅	13405	Z1a:Z1a	
𓐆	13406	Z1a:Z1a:Z1a	
𓐇	13407	Z1a:Z1a:Z1a:Z1a	
𓐈	13408	Z1a:Z1a:Z1a-Z1a:Z1a	
𓐉	13409	Z1a:Z1a:Z1a-Z1a:Z1a:Z1a	
𓐊	1340a	Z1a:Z1a:Z1a:Z1a-Z1a:Z1a:Z1a	
𓐋	1340b	Z1a:Z1a:Z1a:Z1a-Z1a:Z1a:Z1a:Z1a	
𓐌	1340c	Z1a:Z1a:Z1a-Z1a:Z1a:Z1a-Z1a:Z1a:Z1a-Z1a:Z1a	
𓐍	1340d	x J1	
𓐎	1340e	J2	
𓐏	1340f	J3	
𓐐	13410	J4	
𓐑	13411	Hp J5	
𓐒	13412	J6	
𓐓	13413	J7	
𓐔	13414	J7\	
𓐖	13416	qn J8	
𓐗	13417	J9	
𓐘	13418	J10	
𓐙	13419	mAa J11	
𓐚	1341a	J12	
𓐛	1341b	im J13	
𓐜	1341c	J14	
𓐝	1341d	M J15	
𓐞	1341e	J16	
𓐟	1341f	sA J17	
𓐠	13420	J18	
𓐡	13421	J19	
𓐢	13422	apr J20	
𓐣	13423	wDa J21	
𓐤	13424	J22	
𓐥	13425	J23	
𓐦	13426	J24	
𓐧	13427	J25	
𓐨	13428	J26	
𓐩	13429	nD J27	
𓐪	1342a	qd J28	
𓐫	1342b	J29	
𓐬	1342c	Xkr J30	
𓐭	1342d	J31	
𓐮	1342e	J32	
